id,city,age,date,protectionorder,why1,why2,killer1,killer2,killingway1,killingway2,killingway3,statusofkiller,year
856, Izmir , Adult , 11/12/2014 ,   No ,Controversy,,Boyfriend,,Firearm,,,Prisoner ,2014
857, Izmir ,, 12/01/2014 ,   No ,Controversy,,Boyfriend,,Cutting Tool,,,Prisoner ,2014
858, Izmir , Adult , 12/01/2014 ,   No ,Controversy,,Grandson,,Cutting Tool,,,Undetectable,2014
859, Karaman ,, 12/06/2014 ,   No ,Rape,,Someone She Does Not Know,,Asphyxiate,,,Prisoner ,2014
860, Kayseri , Adult , 12/11/2014 ,   Yes ,Divorce Suggestion,,Husband,,Firearm,,,Prisoner ,2014
861, Kayseri , Adult , 12/11/2014 ,   No ,Honor,,Husband,,Asphyxiate,,,Prisoner ,2014
862, Kayseri , Underage , 12/12/2014 ,   No ,Undetectable,,Father,,Cutting Tool,,,Suicide ,2014
863, Kayseri ,, 12/12/2014 ,   No ,Controversy,,Grandson,,Cutting Tool,,,Prisoner ,2014
864, Kayseri ,, 12/12/2014 ,   No ,Money,,Someone She Knows,,Asphyxiate,,,Prisoner ,2014
865, Kayseri , Adult , 12/12/2014 ,   No ,Controversy,Breaking Up Suggestion,Ex Boyfriend,,Firearm,,,Prisoner ,2014
866, Edirne , Adult , 13/01/2014 ,   No ,Controversy,,Son,,Cutting Tool,,,Prisoner ,2014
867, Kirsehir , Adult , 13/05/2014 ,   No ,Money,,Son,,Undetectable,,,Wanted ,2014
868, Kocaeli ,, 13/06/2014 ,   No ,While Protecting Another Woman,,Sister's Husband,,Firearm,,,Escape ,2014
869, Kocaeli ,, 13/07/2014 ,   No ,Undetectable,,Relative,,Firearm,,,Prisoner ,2014
870, Kocaeli , Adult , 13/09/2014 ,   No ,Honor,,Brother,,Asphyxiate,Falling From High,,Prisoner ,2014
871, Kocaeli ,, 13/10/2014 ,   No ,Controversy,Divorce Suggestion,Husband,,Firearm,,,Suicide ,2014
872, Konya ,Adult, 13/11/2014 ,   Undetectable ,Divorce,,Husband,,Firearm,,,,2014
873, Kutahya ,, 14/07/2014 ,   No ,Undetectable,,Undetectable,,Hanging,,,Undetectable,2014
874, Manisa ,, 14/12/2014 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2014
875, Manisa , Adult , 14/12/2014 ,   No ,While Protecting Her Daughter,,Daughter's Ex Boyfriend,,Firearm,,,Suicide ,2014
876, Manisa ,, 15/01/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,Wanted ,2014
877, Manisa ,, 15/01/2014 ,   No ,Animosity,,Someone She Knows,,Firearm,,,Prisoner ,2014
878, Manisa , Adult , 15/01/2014 ,   No ,Undetectable,,Boyfriend,,Cutting Tool,,,Prisoner ,2014
879, Mersin ,, 15/03/2014 ,   No ,Controversy,,Husband,,Asphyxiate,,,Prisoner ,2014
880, Mersin ,, 15/06/2014 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Undetectable ,2014
881, Mersin , Adult , 15/06/2014 ,   No ,Undetectable,,Husband,,Falling From High,,,Prisoner ,2014
882, Mersin ,, 15/07/2014 ,   No ,Undetectable,,Ex Husband,,Firearm,,,Prisoner ,2014
883, Mersin , Adult , 15/08/2014 ,   No ,Undetectable,,Husband,,Undetectable,,,Prisoner ,2014
884, Mersin ,Adult, 15/08/2014 ,   No ,Jealousy,,Husband,,Cutting Tool,,,,2014
885, Mersin , Adult , 15/08/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2014
886, Mersin ,, 15/08/2014 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2014
887, Mersin ,, 15/08/2014 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Undetectable ,2014
888, Mersin ,Adult, 15/09/2014 ,   Undetectable ,Jealousy,,Boyfriend,,Firearm,,,,2014
889, Mersin  ,, 15/09/2014 ,   No ,Controversy,,Ex Boyfriend,,Firearm,,,Suicide ,2014
890, Mus ,, 15/12/2014 ,   No ,Undetectable,,Relative,,Firearm,,,Prisoner ,2014
891, Nigde , Adult , 16/01/2014 ,   No ,Be rejected,,Husband,,Firearm,,,Prisoner ,2014
892, Nigde , Adult , 16/01/2014 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2014
893, Rize , Adult , 16/05/2014 ,   No ,Controversy,,Relative,,Firearm,,,Undetectable,2014
894, Karabuk, Adult , 16/06/2014 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2014
895, Samsun , Adult  , 16/12/2014 ,   No ,Controversy,,Ex Husband,,Cutting Tool,,,Prisoner ,2014
896, Sanliurfa ,, 17/02/2014 ,   No ,Controversy,,Son,,Firearm,,,Prisoner ,2014
897, Sanliurfa , Adult , 17/03/2014 ,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2014
898, Sanliurfa , Adult , 17/03/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2014
899, Siirt ,, 17/04/2014 ,   No ,Undetectable,,Husband,,Firearm,,,Prisoner ,2014
900, Tekirdag ,, 17/07/2014 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2014
901, Tekirdag , Adult , 17/08/2014 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2014
902, Tekirdag , Adult , 17/09/2014 ,   No ,Escape From Home,,Father,,Firearm,,,Prisoner ,2014
903, Trabzon ,, 17/11/2014 ,   No ,Controversy,,Boyfriend,,Cutting Tool,,,Prisoner ,2014
904, Trabzon , Adult , 17/11/2014 ,   No ,Undetectable,,Father-in-law,,Assault,Torture,,Prisoner ,2014
905, Trabzon ,, 17/12/2014 ,   No ,Undetectable,,Brother,,Firearm,,,Prisoner ,2014
906, Usak ,, 18/01/2014 ,   No ,Undetectable,,Son,,Firearm,,,Suicide ,2014
907, Usak , Adult , 18/01/2014 ,   No ,Money,,Grandson,,Assault,,,Prisoner ,2014
908, Zonguldak ,, 18/06/2014 ,   No ,Undetectable,,Undetectable,,Asphyxiate,,,Undetectable,2014
909,,, 18/07/2014 ,   No ,Undetectable,,Son,,Cutting Tool,,,,2014
910,,, 18/09/2014 ,   No ,Undetectable,,Ex Husband,,Firearm,,,,2014
911,,, 18/09/2014 ,   No ,Breaking Up,,Ex Boyfriend,,Firearm,,,,2014
912,,, 18/12/2014 ,   Undetectable ,Jealousy,,Husband,,Firearm,,,,2014
913,,, 19/03/2014 ,   Undetectable ,Divorce,,Husband,,Firearm,,,,2014
914,,, 19/03/2014 ,   Yes,Divorce Suggestion,,Husband,,Cutting Tool,,,,2014
915,,, 19/06/2014 ,   No ,Undetectable,,Ex Boyfriend,,Firearm,,,,2014
916,,, 19/07/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2014
917,,, 19/07/2014 ,   Yes ,Divorce,,Ex Husband,,Cutting Tool,,,,2014
918,,, 19/10/2014 ,   No ,Cheating Suspicion,,Husband,,Firearm,,,,2014
919,,, 19/10/2014 ,   Yes ,Undetectable,,Ex Husband,,Firearm,,,,2014
920,,, 19/10/2014 ,   No ,Undetectable,,Undetectable,,Firearm,,,,2014
921,,, 19/12/2014 ,   No ,Controversy,,Relative,,Cutting Tool,,,,2014
922,,, 19/12/2014 ,   Undetectable ,Undetectable,,Someone She Knows,,Firearm,,,,2014
923,,, 19/12/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
924,,, 19/12/2014 ,   No ,Hate,,Someone She Knows,,Cutting Tool,,,,2014
925,,, 20/04/2014 ,   No ,While Protecting Her Daughter,,Ex Groom,,Firearm,,,,2014
926,,, 20/05/2014 ,   No ,Undetectable,,Husband,,Firearm,,,,2014
927,,, 20/08/2014 ,   No ,Breaking Up,,Ex Fiancee,,Firearm,,,,2014
928,,, 20/09/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
929,,, 20/10/2014 ,   No ,Controversy,,Boyfriend,,Firearm,,,,2014
930,,, 20/11/2014 ,   No ,To Rejected,,Ex Boyfriend,,Cutting Tool,,,,2014
931,,, 20/11/2014 ,   No ,Controversy,,Son,,Cutting Tool,,,,2014
932,,, 20/12/2014 ,   No ,Jealousy,,Husband,,Falling From High,,,,2014
933,,, 20/12/2014 ,   Yes ,Undetectable,,Someone She Knows,,Firearm,,,,2014
934,,, 21/02/2014 ,   No ,Undetectable,,Husband,,Firearm,,,,2014
935,,, 21/04/2014 ,   No ,Controversy,,Boyfriend,,Assault,,,,2014
936,,, 21/09/2014 ,   Undetectable ,Controversy,,Undetectable,,Hanging,,,Suicide,2014
937,,, 22/01/2014 ,   No ,Divorce,,Relative,,Cutting Tool,,,,2014
938,,, 22/01/2014 ,   No ,Controversy,,Boyfriend,,Cutting Tool,,,,2014
939,,, 22/02/2014 ,   No ,Honor,,Father-in-law,,Firearm,,,,2014
940,,, 22/02/2014 ,   Undetectable ,Because something that a man wanted did not happen,,Husband,,Cutting Tool,,,,2014
941,,, 22/02/2014 ,   No ,Controversy,,Boyfriend,,Assault,,,,2014
942,,, 22/04/2014 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2014
943,,, 22/04/2014 ,   No ,Jealousy,,Boyfriend,,Firearm,,,,2014
944,,, 22/04/2014 ,   No ,Breaking Up Suggestion,,Ex Boyfriend,,Cutting Tool,,,,2014
945,,, 22/05/2014 ,   No ,Controversy,,Someone She Does Not Know,,Firearm,,,,2014
946,,, 22/05/2014 ,   No ,Because she got married without permission from her family,,Brother,,Firearm,,,,2014
947,,, 22/05/2014 ,   No ,Undetectable,,Someone She Knows,,Firearm,,,,2014
948,,, 22/07/2014 ,   No ,Breaking Up,,Ex Boyfriend,,Firearm,,,,2014
949,,, 22/09/2014 ,   Undetectable ,Jealousy,,Husband,,Firearm,,,,2014
950,,, 22/11/2014 ,   No ,While Protecting Her Friend,,Friend's Husband,,Cutting Tool,,,,2014
951,,, 23/01/2014 ,   No ,Controversy,,Husband,,Striking Tool,,,,2014
952,,, 23/03/2014 ,   No ,Breaking Up,,Husband,,Firearm,,,,2014
953,,, 23/03/2014 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,,2014
954,,, 23/04/2014 ,   No ,While Protecting Her Relative,,Brother-in-law,,Firearm,,,,2014
955,,, 23/04/2014 ,   Undetectable ,Crisis and Unemployment,,Groom,,Firearm,,,,2014
956,,, 23/06/2014 ,   No ,Be Rejected,Jealousy,Ex Fiancee,,Firearm,,,,2014
957,,, 23/07/2014 ,   No ,Undetectable,,Husband,,Firearm,,,,2014
958,,, 23/07/2014 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,,2014
959,,, 23/09/2014 ,   No ,Because something that a man wanted did not happen,,Boyfriend,,Torture,,,,2014
960,,, 23/12/2014 ,   No ,Undetectable,,Someone She Knows,,Cutting Tool,,,,2014
961,,, 23/12/2014 ,   Undetectable ,Sexual Assault,,Neighbor,,Cutting Tool,,,,2014
962,,, 24/02/2014 ,   No ,Controversy,,Father,,Cutting Tool,,,,2014
963,,, 24/05/2014 ,   No ,For Baby Crying,,Father,,Assault,,,,2014
964,,, 24/06/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2014
965,,, 24/07/2014 ,   No ,Undetectable,,Husband,,Firearm,,,,2014
966,,, 24/08/2014 ,   No ,While Protecting Her Daughter,,Groom,,Firearm,,,,2014
967,,, 24/08/2014 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2014
968,,, 24/09/2014 ,   No ,Controversy,,Son,,Asphyxiate,,,,2014
969,,, 24/10/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
970,,, 24/12/2014 ,   No ,Rape Rejected,,Someone She Does Not Know,,Firearm,,,,2014
971,,, 24/12/2014 ,   No ,Divorce,,Brother,,Firearm,,,,2014
972,,, 24/12/2014 ,   No ,Undetectable,,Undetectable,,Firearm,,,,2014
973,,, 25/01/2014 ,   No ,Divorce Suggestion,,Husband,,Asphyxiate,,,,2014
974,,, 25/03/2014 ,   No ,Undetectable,,Husband,,Firearm,,,,2014
975,,, 25/03/2014 ,   No ,Undetectable,,Husband,,Cutting Tool,,,,2014
976,,, 25/06/2014 ,   No ,Controversy,,Father,,Firearm,,,,2014
977,,, 25/07/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
978,,, 25/08/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2014
979,,, 25/08/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
980,,, 25/08/2014 ,   No ,Jealousy,,Husband,,Cutting Tool,,,,2014
981,,, 25/10/2014 ,   No ,Rape,,Someone She Knows,,Cutting Tool,,,,2014
982,,, 25/10/2014 ,   No ,Undetectable,,Husband,,Assault,,,,2014
983,,, 26/01/2014 ,   No ,Controversy,,Boyfriend,,Cutting Tool,,,,2014
984,,, 26/02/2014 ,   No ,Undetectable,,Father,,Firearm,,,,2014
985,,, 26/03/2014 ,   No ,Cheating Suspicion,,Husband,,Firearm,,,,2014
986,,, 26/04/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
987,,, 26/05/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
988,,, 26/09/2014 ,   No ,Controversy,,Groom,,Cutting Tool,,,,2014
989,,, 26/10/2014 ,   Undetectable ,Theft,,Relative,,Asphyxiate,,,,2014
990,,, 27/01/2014 ,   No ,Undetectable,,Daughter's Ex Boyfriend,,Cutting Tool,,,,2014
991,,, 27/01/2014 ,   No ,Undetectable,,Son,,Cutting Tool,,,,2014
992,,, 27/05/2014 ,   No ,While Protecting Her Daughter,,Groom,,Cutting Tool,,,,2014
993,,, 27/05/2014 ,   No ,Breaking Up,,Ex Boyfriend,,Firearm,,,,2014
994,,, 27/05/2014 ,   No ,Morals,,Brother-in-law,,Asphyxiate,,,,2014
995,,, 27/06/2014 ,   No ,Jealousy,,Husband,,Assault,,,,2014
996,,, 27/08/2014 ,   Undetectable ,Be rejected,,Daughter's Boyfriend,,Firearm,,,,2014
997,,, 27/09/2014 ,   No ,Controversy,,Boyfriend,,Assault,,,,2014
998,,, 27/09/2014 ,   No ,Crisis and Unemployment,,Father,,Firearm,,,,2014
999,,, 27/10/2014 ,   No ,Severe Conflict,,Husband,,Cutting Tool,,,,2014
1000,,, 27/11/2014 ,   No ,Family Decision,,Husband,,Firearm,,,,2014
1001,,, 27/12/2014 ,   Undetectable ,Money,,Ex Boyfriend,,Asphyxiate,,,,2014
1002,,, 28/01/2014 ,   No ,Severe Conflict,,Husband,,Firearm,,,,2014
1003,,, 28/03/2014 ,   No ,For wanting to make a decision about her own life,,Boyfriend,,Torture,,,,2014
1004,,, 28/05/2014 ,   No ,To be abandonment,,Husband,,Asphyxiate,,,,2014
1005,,, 28/07/2014 ,   No ,Controversy,,Husband,,Assault,,,,2014
1006,,, 28/10/2014 ,   No ,Controversy,,Boyfriend,,Cutting Tool,,,,2014
1007,,, 29/04/2014 ,   Undetectable ,Be rejected,,Husband,,Firearm,,,,2014
1008,,, 29/05/2014 ,   No ,Hate,,Someone She Does Not Know,,Cutting Tool,,,,2014
1009,,, 29/09/2014 ,   Undetectable ,Divorce,,Husband,,Firearm,,,,2014
1010,,, 29/11/2014 ,   Yes ,Divorce Suggestion,,Husband,,Cutting Tool,,,,2014
1011,,, 29/12/2014 ,   No ,Be rejected,,Husband,,Firearm,,,,2014
1012,,, 29/12/2014 ,   Yes ,Severe Conflict,,Husband,,Undetectable,,,,2014
1013,,, 29/12/2014 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2014
1014,,, 30/01/2014 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2014
1015,,, 30/03/2014 ,   No ,Jealousy,,Boyfriend,,Cutting Tool,,,,2014
1016,,, 30/03/2014 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,,2014
1017,,, 30/03/2014 ,   Undetectable ,Undetectable,,Undetectable,,Asphyxiate,,,,2014
1018,,, 30/05/2014 ,   No ,Jealousy,,Husband,,Cutting Tool,,,,2014
1019,,, 30/05/2014 ,   No ,Jealousy,,Husband,,Firearm,,,,2014
1020,,, 30/06/2014 ,   No ,Controversy,,Husband,,Firearm,,,,2014
1021,,, 30/06/2014 ,   Yes ,Be rejected,,Friend,,Cutting Tool,,,,2014
1022,,, 30/08/2014 ,   No ,Controversy,,Boyfriend,,Firearm,,,,2014
1023,,, 30/09/2014 ,   Yes ,Divorce Suggestion,,Husband,,Firearm,,,,2014
1024,,, 30/09/2014 ,   No ,Undetectable,,Family,,Firearm,,,,2014
1025,,, 31/01/2014 ,   No , Not a Virgin,,Fiancee,,Cutting Tool,,,,2014
1026,,, 31/05/2014 ,   No ,Controversy,,Husband,,Cutting Tool,,,,2014
1027,,, 31/08/2014 ,   Undetectable ,Divorce,,Ex Husband,,Torture,,,,2014
1028,,, 31/12/2014 ,   No ,Jealousy,,Boyfriend,,Cutting Tool,,,,2014
1029,,, 31/12/2014 ,   Undetectable ,Undetectable,,Undetectable,,Cutting Tool,,,,2014
1030, Adana , Adult ,01/01/2015,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2015
1031, Adana , Adult ,14/09/2015,   No ,Controversy,,Brother,,Cutting Tool,,,Prisoner ,2015
1032, Adana ,,30/09/2015,   No ,Honor,,Relative,,Firearm,,,Prisoner ,2015
1033, Adana ,, 01/01/2015 ,   No ,Undetectable,,Undetectable,,Asphyxiate,,,Undetectable ,2015
1034, Adana ,, 01/03/2015 ,   No ,Controversy,,Ex Husband,,Cutting Tool,,,Wanted ,2015
1035, Adana , Adult , 01/03/2015 ,   No ,Controversy,,Grandson,,Firearm,,,Prisoner ,2015
1036, Adana , Undetectable, 01/03/2015 ,   Undetectable,,,Undetectable,,Undetectable,,,Undetectable,2015
1037, Adiyaman , Adult , 01/04/2015 ,   No ,Controversy,,Father,,Firearm,,,Suicide ,2015
1038, Afyonkarahisar , Adult , 01/06/2015 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2015
1039, Afyonkarahisar , Adult , 01/07/2015 ,   No ,Money,,Someone She Does Not Know,,Assault,,,Prisoner ,2015
1040, Antalya , Adult , 01/10/2015 ,   Yes ,Controversy,,Husband,,Firearm,,,Suicide ,2015
1041, Ankara , Adult , 02/01/2015 ,   No ,Undetectable,,Someone She Knows,,Falling From High,,,Investigation Continues ,2015
1042, Ankara ,Adult, 02/03/2015 ,   No ,Divorce,,Ex Husband,,Asphyxiate,,,,2015
1043, Ankara , Adult , 02/04/2015 ,   No ,Undetectable,,Brother,,Cutting Tool,,,Prisoner ,2015
1044, Ankara , Adult , 02/05/2015 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,Suicide ,2015
1045, Ankara ,, 02/06/2015 ,   No ,Controversy,,Boyfriend,,Assault,Burning,,Prisoner ,2015
1046, Ankara , Adult , 02/06/2015 ,   Yes ,Divorce Suggestion,,Husband,,Cutting Tool,Assault,Asphyxiate,Undetectable ,2015
1047, Antalya ,, 02/09/2015 ,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2015
1048, Antalya ,, 02/11/2015 ,   No ,Controversy,,Boyfriend,,Cutting Tool,,,Prisoner ,2015
1049, Antalya , Adult , 02/11/2015 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2015
1050, Antalya , Adult , 02/11/2015 ,   Yes ,Divorce Suggestion,,Husband,,Cutting Tool,,,Prisoner ,2015
1051, Antalya , Adult , 02/12/2015 ,   No ,Undetectable,,Ex Fiancee,,Firearm,,,Suicide ,2015
1052, Antalya , Adult , 02/12/2015 ,   No ,Jealousy,,Boyfriend,,Cutting Tool,,,Prisoner ,2015
1053, Antalya , Adult , 03/02/2015 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Investigation Continues ,2015
1054, Artvin ,, 03/05/2015 ,   No ,Undetectable,,Undetectable,,Falling From High,,,Undetectable,2015
1055, Aydin ,, 03/06/2015 ,   No ,Undetectable,,Undetectable,,Asphyxiate,,,Undetectable,2015
1056, Aydin , Adult , 03/09/2015 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2015
1057, Balikesir ,Adult, 03/10/2015 ,   No ,Jealousy,,Ex Fiancee,,Firearm,,,,2015
1058, Balikesir , Adult , 03/11/2015 ,   No ,Divorce Suggestion,,Husband,,Undetectable,,,Prisoner ,2015
1059, Balikesir ,, 03/12/2015 ,   No ,Undetectable,,Son,,Cutting Tool,,,Prisoner ,2015
1060, Balikesir ,, 03/12/2015 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Undetectable ,2015
1061, Bingol , Adult , 04/03/2015 ,   No ,Undetectable,,Husband,,Firearm,,,Prisoner ,2015
1062, Bingol , Adult , 04/03/2015 ,   Yes ,Divorce Suggestion,,Husband,,Firearm,,,Suicide ,2015
1063, Bitlis ,, 04/03/2015 ,   No ,Undetectable,,Husband,,Cutting Tool,,,Escape ,2015
1064, Burdur , Adult , 04/06/2015 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2015
1065, Bursa , Adult , 04/09/2015 ,   No ,Controversy,,Son,,Cutting Tool,,,Prisoner ,2015
1066, Bursa , Adult , 04/10/2015 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2015
1067, Bursa , Adult , 04/10/2015 ,   No ,Be rejected,,Uncle,,Cutting Tool,,,Prisoner ,2015
1068, Bursa , Adult , 04/11/2015 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,Prisoner ,2015
1069, Bursa , Adult , 04/11/2015 ,   No ,Undetectable,,Husband,,Asphyxiate,,,Prisoner ,2015
1070, Bursa , Adult , 04/11/2015 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2015
1071, Bursa ,, 04/12/2015 ,   No ,Jealousy,,Husband,,Cutting Tool,,,Prisoner ,2015
1072, Bursa , Adult , 04/12/2015 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2015
1073, Bursa ,, 05/01/2015 ,   No ,Undetectable,,Undetectable,,Cutting Tool,,,Undetectable,2015
1074, Canakkale , Adult , 05/02/2015 ,   No ,Controversy ,Divorce Suggestion,Husband,,Cutting Tool,,,Undetectable,2015
1075, Canakkale , Adult , 05/02/2015 ,   No ,Undetectable,,Boyfriend,,Firearm,,,Prisoner ,2015
1076, Canakkale , Adult , 05/02/2015 ,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2015
1077, Corum ,, 05/03/2015 ,Undetectable,Undetectable,,Undetectable,,Assault,,,Undetectable ,2015
1078, Denizli ,, 05/04/2015 ,   No ,Undetectable,,Undetectable,,Firearm,,,Undetectable ,2015
1079, Diyarbakir , Adult , 05/10/2015 ,   No ,Controversy,,Husband,,Cutting Tool,,,Prisoner ,2015
1080, Diyarbakir , Adult , 06/02/2015 ,   No ,Undetectable,,Uncle,,Undetectable,,,Investigation Continues ,2015
1081, Diyarbakir , Underage , 06/02/2015 ,   No ,Undetectable,,Undetectable,,Firearm,,,Undetectable ,2015
1082, Diyarbakir ,, 06/03/2015 ,   No ,Controversy,Cheating Suspicion,Husband,,Firearm,,,Prisoner,2015
1083, Duzce , Adult , 06/04/2015 ,   No ,Divorce Suggestion,,Husband,,Firearm,,,Suicide ,2015
1084, Edirne , Adult , 06/05/2015 ,   No ,Jealousy,,Husband,,Cutting Tool,,,Prisoner ,2015
1085, Edirne ,, 06/05/2015 ,   No ,Undetectable,,Someone She Does Not Know,,Firearm,,,Prisoner ,2015
1086, Elazig , Adult , 06/07/2015 ,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,Prisoner ,2015
1087, Elazig , Adult , 06/09/2015 ,   No ,Controversy,,Someone She Knows,,Firearm,,,Prisoner ,2015
1088, Elazig ,, 06/09/2015 ,   Yes ,Controversy,,Son,,Assault,,,Wanted ,2015
1089, Elazig ,, 06/09/2015 ,   No ,Undetectable,,Father,,Cutting Tool,,,Prisoner ,2015
1090, Eskisehir ,, 06/12/2015 ,   No ,Jealousy,,Husband,,Cutting Tool,,,Prisoner ,2015
1091, Eskisehir , Adult , 06/12/2015 ,   Yes  ,Jealousy,,Ex Husband,,Cutting Tool,,,Prisoner ,2015
1092, Gaziantep , Adult , 07/02/2015 ,   No ,Controversy,,Husband,,Firearm,,,Prisoner ,2015
1093, Gaziantep ,, 07/03/2015 ,   No ,Jealousy,,Ex Husband,,Firearm,,,Escape ,2015
1094, Gaziantep , Adult , 07/06/2015 ,   No ,Controversy,,Son,,Cutting Tool,,,Prisoner ,2015
1095, Gaziantep ,Underage, 07/08/2015 ,   Undetectable ,Undetectable,,Father,,Undetectable,,,,2015
1096, Gaziantep , Adult , 07/08/2015 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2015
1097, Gaziantep ,, 07/09/2015 ,   No ,Controversy,,Relative,,Cutting Tool,,,Prisoner ,2015
1098, Gaziantep ,Adult, 07/09/2015 ,   No ,Be rejected,,Ex Boyfriend,,Firearm,,,,2015
1099, Gaziantep ,Adult, 07/09/2015 ,   No ,Honor,,Father,,Firearm,,,,2015
1100, Gaziantep , Underage , 07/09/2015 ,   No ,Undetectable,,Father,,Assault,,,Prisoner ,2015
1101, Gaziantep ,, 07/09/2015 ,   No ,Controversy,,Husband,,Falling From High,,,Prisoner ,2015
1102, Hatay ,, 07/11/2015 ,   No ,Be rejected,,Ex Husband,,Cutting Tool,,,Prisoner ,2015
1103, Istanbul , Adult , 08/07/2015 ,   No ,Divorce Suggestion,,Husband,,Cutting Tool,,,Prisoner ,2015
1104, Istanbul , Adult , 08/09/2015 ,   No ,Money,,Undetectable,,Cutting Tool,,,Undetectable ,2015
1105, Istanbul , Adult , 08/10/2015 ,   No ,Jealousy,,Someone She Knows,,Firearm,,,Prisoner ,2015
1106, Istanbul ,, 08/11/2015 ,   No ,Controversy,,Someone She Knows,,Cutting Tool,Assault,,Prisoner ,2015
1107, Istanbul , Adult , 08/12/2015 ,   No ,Undetectable,,Brother,,Cutting Tool,,,Prisoner ,2015
1108, Istanbul , Adult , 09/01/2015 ,   No ,Animosity ,Controversy,Relative,,Assault,Asphyxiate,Burning,Prisoner ,2015
1109, Istanbul ,, 09/02/2015 ,   No ,Undetectable,,Undetectable,,Firearm,,,Undetectable ,2015
1110, Istanbul , Adult , 09/04/2015 ,   No ,Undetectable,,Undetectable,,Undetectable,,,Investigation Continues ,2015
1111, Istanbul , Adult , 09/05/2015 ,   No ,Undetectable,,Undetectable,,Falling From High,,,Undetectable ,2015
1112, Istanbul , Adult , 09/05/2015 ,   No ,Undetectable,,Ex Husband,,Firearm,,,Suicide ,2015
1113, Istanbul ,, 09/07/2015 ,   Undetectable,Undetectable,,Undetectable,,Undetectable,,,Undetectable ,2015
1114, Istanbul ,Adult, 09/09/2015 ,   No ,Be rejected,,Ex Husband,,Asphyxiate,,,,2015
1115, Istanbul , Underage , 10/01/2015 ,   No ,Mother's Divorce Suggestion,,Father,,Firearm,,,Suicide ,2015
1116, Istanbul , Adult , 10/02/2015 ,   No ,Theft,,Someone She Knows,,Firearm,,,Prisoner ,2015
1117, Istanbul , Adult , 10/02/2015 ,   No ,Controversy,,Husband,,Firearm,,,Suicide ,2015
1118, Istanbul , Adult , 10/02/2015 ,   No ,Undetectable,,Son,,Firearm,,,Suicide ,2015
1119, Istanbul , Adult , 10/04/2015 ,   No ,Undetectable,,Undetectable,,Asphyxiate,,,Undetectable,2015
1120, Istanbul ,, 10/04/2015 ,   No ,Undetectable,,Husband,,Firearm,,,Prisoner ,2015
1121, Istanbul , Adult , 10/05/2015 ,   No ,Undetectable,,Husband,,Firearm,,,Suicide ,2015
1122, Istanbul , Underage , 10/06/2015 ,   No ,Undetectable,,Father,,Asphyxiate,,,Investigation Continues,2015
1123, Istanbul ,, 10/08/2015 ,   No ,Undetectable,,Someone She Knows,,Cutting Tool,,,Wanted ,2015
